date,tbill,AAA,A-,BBB-,BB-
27-9-00,0.0808,0.0871,0.0947,0.1125,0.1125
28-9-00,0.0808,0.0871,0.0947,0.1125,0.1125
29-9-00,0.0807,0.087,0.0946,0.1124,0.1124
30-9-00,0.0807,0.087,0.0946,0.1124,0.1124
01-10-00,0.0807,0.087,0.0946,0.1124,0.1124
02-10-00,0.0802,0.0867,0.0943,0.1121,0.1121
03-10-00,0.0802,0.0867,0.0943,0.1121,0.1121
04-10-00,0.0799,0.0865,0.0941,0.1119,0.1119
05-10-00,0.0796,0.0863,0.0939,0.1117,0.1117
06-10-00,0.0786,0.0858,0.0935,0.1131,0.1131
07-10-00,0.0786,0.0858,0.0935,0.1134,0.1134
08-10-00,0.0786,0.0858,0.0935,0.1134,0.1134
09-10-00,0.0783,0.0854,0.0931,0.1139,0.1139
10-10-00,0.0786,0.0854,0.0931,0.1147,0.1147
11-10-00,0.0793,0.0857,0.0934,0.1155,0.1155
12-10-00,0.0791,0.0856,0.0933,0.1159,0.1159
13-10-00,0.0801,0.0861,0.0938,0.1168,0.1168
14-10-00,0.0801,0.086,0.0937,0.1169,0.1169
15-10-00,0.0801,0.086,0.0937,0.1169,0.1169
16-10-00,0.0792,0.0856,0.0933,0.117,0.117
17-10-00,0.0791,0.0855,0.0932,0.1171,0.1171
18-10-00,0.0789,0.0854,0.0931,0.1173,0.1173
19-10-00,0.0786,0.0852,0.0929,0.1173,0.1173
20-10-00,0.0779,0.0848,0.0925,0.1174,0.1174
21-10-00,0.0779,0.0847,0.0924,0.1174,0.1174
22-10-00,0.0779,0.0847,0.0924,0.1174,0.1174
23-10-00,0.0779,0.0847,0.0924,0.1175,0.1175
24-10-00,0.0778,0.0847,0.0924,0.1175,0.1175
25-10-00,0.0775,0.0845,0.0922,0.1175,0.1175
26-10-00,0.0771,0.0842,0.0919,0.1175,0.1175
27-10-00,0.0763,0.0836,0.0913,0.1175,0.1175
28-10-00,0.0763,0.0837,0.0914,0.1175,0.1175
29-10-00,0.0763,0.0837,0.0914,0.1175,0.1175
30-10-00,0.0762,0.0837,0.0914,0.1175,0.1175
31-10-00,0.0764,0.0839,0.0916,0.1176,0.1176
01-11-00,0.0759,0.0837,0.0914,0.1176,0.1176
02-11-00,0.0761,0.0838,0.0915,0.1177,0.1177
03-11-00,0.0763,0.0839,0.0916,0.1178,0.1178
04-11-00,0.0763,0.0839,0.0916,0.1178,0.1178
05-11-00,0.0763,0.0839,0.0916,0.1178,0.1178
06-11-00,0.0765,0.084,0.0917,0.1179,0.1179
07-11-00,0.0766,0.084,0.0917,0.1179,0.1179
08-11-00,0.0754,0.0835,0.0912,0.1178,0.1178
09-11-00,0.0727,0.082,0.0897,0.1175,0.1175
10-11-00,0.071,0.0809,0.0886,0.1173,0.1173
11-11-00,0.071,0.0806,0.0886,0.1173,0.1173
12-11-00,0.071,0.0806,0.0886,0.1173,0.1173
13-11-00,0.0705,0.0803,0.0883,0.1173,0.1173
14-11-00,0.071,0.0805,0.0885,0.1175,0.1175
15-11-00,0.0718,0.0809,0.0889,0.1177,0.1177
16-11-00,0.0723,0.0812,0.0892,0.1179,0.1179
17-11-00,0.072,0.0811,0.0891,0.1179,0.1179
18-11-00,0.072,0.0811,0.0891,0.1179,0.1179
19-11-00,0.072,0.0811,0.0891,0.1179,0.1179
20-11-00,0.0725,0.0814,0.0894,0.118,0.118
21-11-00,0.0732,0.082,0.09,0.1186,0.1186
22-11-00,0.0724,0.0817,0.0897,0.1185,0.1185
23-11-00,0.0732,0.082,0.09,0.1188,0.1188
24-11-00,0.0729,0.0819,0.0899,0.1188,0.1188
25-11-00,0.0729,0.0819,0.0898,0.1188,0.1188
26-11-00,0.0729,0.0819,0.0898,0.1188,0.1188
27-11-00,0.072,0.0815,0.0894,0.1187,0.1187
28-11-00,0.0718,0.0814,0.0893,0.1187,0.1187
29-11-00,0.0719,0.0814,0.0893,0.1187,0.1187
30-11-00,0.0716,0.0812,0.0891,0.1187,0.1187
01-12-00,0.07,0.0799,0.0878,0.1181,0.1181
02-12-00,0.07,0.0798,0.0876,0.1181,0.1181
03-12-00,0.07,0.0798,0.0876,0.1181,0.1181
04-12-00,0.0691,0.0793,0.0871,0.1178,0.1178
05-12-00,0.0682,0.0789,0.0867,0.1177,0.1177
06-12-00,0.0682,0.0788,0.0866,0.1178,0.1178
07-12-00,0.0684,0.0789,0.0867,0.1179,0.1179
08-12-00,0.0679,0.0788,0.0866,0.1179,0.1179
09-12-00,0.0679,0.0788,0.0866,0.1179,0.1179
10-12-00,0.0679,0.0788,0.0866,0.1179,0.1179
11-12-00,0.0677,0.0788,0.0866,0.1179,0.1179
12-12-00,0.0684,0.0791,0.0869,0.1182,0.1182
13-12-00,0.0683,0.0791,0.0869,0.1182,0.1182
14-12-00,0.0669,0.0785,0.0863,0.1179,0.1179
15-12-00,0.0671,0.0786,0.0864,0.1179,0.1179
16-12-00,0.0671,0.0785,0.0863,0.1179,0.1179
17-12-00,0.0671,0.0785,0.0863,0.1179,0.1179
18-12-00,0.0674,0.0786,0.0864,0.118,0.118
19-12-00,0.0675,0.0786,0.0864,0.118,0.118
20-12-00,0.0675,0.0786,0.0864,0.118,0.118
21-12-00,0.0675,0.0786,0.0864,0.118,0.118
22-12-00,0.0675,0.0786,0.0864,0.118,0.118
23-12-00,0.0675,0.0786,0.0864,0.118,0.118
24-12-00,0.0675,0.0786,0.0864,0.118,0.118
25-12-00,0.0675,0.0786,0.0864,0.118,0.118
26-12-00,0.0675,0.0786,0.0864,0.118,0.118
27-12-00,0.0681,0.0791,0.0869,0.1184,0.1184
28-12-00,0.0674,0.079,0.0868,0.1183,0.1183
29-12-00,0.067,0.0789,0.0867,0.1182,0.1182
30-12-00,0.067,0.0789,0.0867,0.1182,0.1182
31-12-00,0.067,0.0789,0.0867,0.1182,0.1182
01-1-01,0.067,0.0789,0.0867,0.1182,0.1182
02-1-01,0.0667,0.0788,0.0866,0.1182,0.1182
03-1-01,0.0664,0.0787,0.0865,0.1182,0.1182
04-1-01,0.0637,0.0773,0.0851,0.1175,0.1175
05-1-01,0.0619,0.0764,0.0842,0.1168,0.1168
06-1-01,0.0619,0.0766,0.0841,0.1168,0.1168
07-1-01,0.0619,0.0766,0.0841,0.1168,0.1168
08-1-01,0.061,0.0764,0.0839,0.1167,0.1167
09-1-01,0.0614,0.0766,0.0841,0.1169,0.1169
10-1-01,0.0614,0.0766,0.0841,0.1169,0.1169
11-1-01,0.0595,0.0755,0.083,0.1161,0.1161
12-1-01,0.06,0.0757,0.0832,0.1167,0.1167
13-1-01,0.06,0.0757,0.0831,0.1167,0.1167
14-1-01,0.06,0.0757,0.0831,0.1167,0.1167
15-1-01,0.0599,0.0756,0.083,0.1166,0.1166
16-1-01,0.0586,0.0751,0.0825,0.1164,0.1164
17-1-01,0.0573,0.0745,0.0819,0.116,0.116
18-1-01,0.058,0.0744,0.0818,0.116,0.116
19-1-01,0.0577,0.0742,0.0816,0.1159,0.1159
20-1-01,0.0577,0.0742,0.0816,0.1159,0.1159
21-1-01,0.0577,0.0742,0.0816,0.1159,0.1159
22-1-01,0.0577,0.0742,0.0816,0.1159,0.1159
23-1-01,0.0577,0.0742,0.0816,0.1159,0.1159
24-1-01,0.0577,0.0742,0.0816,0.1159,0.1159
25-1-01,0.0577,0.0742,0.0816,0.1159,0.1159
26-1-01,0.0577,0.074,0.0814,0.1159,0.1159
27-1-01,0.0577,0.0741,0.0815,0.1159,0.1159
28-1-01,0.0577,0.0741,0.0815,0.1159,0.1159
29-1-01,0.0575,0.0735,0.0809,0.1158,0.1158
30-1-01,0.0573,0.0729,0.0803,0.1155,0.1155
31-1-01,0.0568,0.0717,0.0791,0.1156,0.1156
01-2-01,0.0563,0.0706,0.078,0.1156,0.1156
02-2-01,0.0548,0.0687,0.0761,0.1158,0.1158
03-2-01,0.0548,0.0688,0.0763,0.1158,0.1158
04-2-01,0.0548,0.0688,0.0763,0.1158,0.1158
05-2-01,0.0538,0.0677,0.0752,0.1157,0.1157
06-2-01,0.0528,0.0669,0.0744,0.1155,0.1155
07-2-01,0.052,0.0663,0.0738,0.1154,0.1154
08-2-01,0.0525,0.0663,0.0738,0.1156,0.1156
09-2-01,0.0518,0.0655,0.073,0.1153,0.1153
10-2-01,0.0518,0.0658,0.0729,0.1153,0.1153
11-2-01,0.0518,0.0658,0.0729,0.1153,0.1153
12-2-01,0.05,0.0641,0.0712,0.1147,0.1147
13-2-01,0.0506,0.0632,0.0703,0.1146,0.1146
14-2-01,0.0519,0.0632,0.0703,0.1149,0.1149
15-2-01,0.0514,0.0627,0.0698,0.1148,0.1148
16-2-01,0.0532,0.0634,0.0705,0.1154,0.1154
17-2-01,0.0532,0.0635,0.0705,0.1154,0.1154
18-2-01,0.0532,0.0635,0.0705,0.1154,0.1154
19-2-01,0.054,0.0641,0.0711,0.1159,0.1159
20-2-01,0.054,0.0642,0.0711,0.1159,0.1159
21-2-01,0.0572,0.0663,0.0732,0.1176,0.1176
22-2-01,0.0566,0.067,0.0737,0.1181,0.1181
23-2-01,0.06,0.0688,0.0755,0.1198,0.1198
24-2-01,0.06,0.0687,0.0756,0.1198,0.1198
25-2-01,0.06,0.0687,0.0756,0.1198,0.1198
26-2-01,0.0587,0.0683,0.0752,0.1194,0.1194
27-2-01,0.0574,0.0676,0.0745,0.119,0.119
28-2-01,0.0543,0.0661,0.073,0.118,0.118
01-3-01,0.0543,0.0661,0.073,0.118,0.118
02-3-01,0.0555,0.0667,0.0737,0.1187,0.1187
03-3-01,0.0555,0.0664,0.0734,0.1187,0.1187
04-3-01,0.0555,0.0664,0.0734,0.1187,0.1187
05-3-01,0.0558,0.0665,0.0735,0.119,0.119
06-3-01,0.0583,0.0678,0.0748,0.1203,0.1203
07-3-01,0.0604,0.0697,0.0767,0.1217,0.1217
08-3-01,0.063,0.0718,0.0788,0.1236,0.1236
09-3-01,0.0599,0.0698,0.0768,0.121,0.121
10-3-01,0.0599,0.0701,0.0768,0.121,0.121
11-3-01,0.0599,0.0701,0.0768,0.121,0.121
12-3-01,0.0609,0.0708,0.0775,0.1217,0.1217
13-3-01,0.0609,0.0706,0.0775,0.1218,0.1218
14-3-01,0.0574,0.0685,0.0754,0.119,0.119
15-3-01,0.0557,0.0682,0.0748,0.1182,0.1182
16-3-01,0.0561,0.0688,0.0754,0.1188,0.1188
17-3-01,0.056,0.0687,0.0754,0.1189,0.1189
18-3-01,0.056,0.0687,0.0754,0.1189,0.1189
19-3-01,0.0564,0.0691,0.0758,0.1194,0.1194
20-3-01,0.0563,0.0692,0.0759,0.1195,0.1195
21-3-01,0.0571,0.0702,0.0769,0.1206,0.1206
22-3-01,0.0585,0.0713,0.0781,0.1219,0.1219
23-3-01,0.0576,0.0705,0.0773,0.1203,0.1203
24-3-01,0.0576,0.0705,0.0774,0.1203,0.1203
25-3-01,0.0576,0.0705,0.0774,0.1203,0.1203
26-3-01,0.0568,0.0698,0.0767,0.1195,0.1195
27-3-01,0.0572,0.0701,0.077,0.1196,0.1196
28-3-01,0.0588,0.0715,0.0784,0.1209,0.1209
29-3-01,0.0612,0.0735,0.0804,0.1229,0.1229
30-3-01,0.0631,0.0753,0.0822,0.1245,0.1245
31-3-01,0.0631,0.0753,0.0822,0.1245,0.1245
01-4-01,0.0631,0.0753,0.0822,0.1245,0.1245
02-4-01,0.0666,0.0779,0.0848,0.1268,0.1268
03-4-01,0.0646,0.0765,0.0834,0.1254,0.1254
04-4-01,0.067,0.0787,0.0856,0.1275,0.1275
05-4-01,0.067,0.0787,0.0856,0.1275,0.1275
06-4-01,0.0658,0.0779,0.0848,0.1267,0.1267
07-4-01,0.0658,0.0779,0.0848,0.1267,0.1267
08-4-01,0.0658,0.0779,0.0848,0.1267,0.1267
09-4-01,0.065,0.0773,0.0842,0.126,0.126
10-4-01,0.0644,0.0764,0.0833,0.1253,0.1253
11-4-01,0.064,0.0759,0.0828,0.1249,0.1249
12-4-01,0.0638,0.0758,0.0827,0.1249,0.1249
13-4-01,0.064,0.0758,0.0827,0.1248,0.1248
14-4-01,0.064,0.0758,0.0827,0.1248,0.1248
15-4-01,0.064,0.0758,0.0827,0.1248,0.1248
16-4-01,0.0642,0.076,0.0829,0.1249,0.1249
17-4-01,0.064,0.0758,0.0827,0.1247,0.1247
18-4-01,0.0647,0.0764,0.0833,0.1252,0.1252
19-4-01,0.0648,0.0765,0.0834,0.1253,0.1253
20-4-01,0.066,0.0775,0.0844,0.1261,0.1261
21-4-01,0.066,0.0774,0.0844,0.1261,0.1261
22-4-01,0.066,0.0774,0.0844,0.1261,0.1261
23-4-01,0.0672,0.0783,0.0853,0.1271,0.1271
24-4-01,0.0672,0.0783,0.0853,0.1271,0.1271
25-4-01,0.0675,0.0787,0.0857,0.1274,0.1274
26-4-01,0.0693,0.08,0.087,0.1286,0.1286
27-4-01,0.0685,0.0794,0.0864,0.128,0.128
28-4-01,0.0685,0.0793,0.0863,0.128,0.128
29-4-01,0.0685,0.0793,0.0863,0.128,0.128
30-4-01,0.068,0.0787,0.0857,0.1274,0.1274
01-5-01,0.068,0.0787,0.0857,0.1274,0.1274
02-5-01,0.0657,0.0769,0.0839,0.1258,0.1258
03-5-01,0.065,0.0763,0.0833,0.125,0.125
04-5-01,0.0645,0.0761,0.0831,0.1245,0.1245
05-5-01,0.0645,0.0761,0.0831,0.1245,0.1245
06-5-01,0.0645,0.0761,0.0831,0.1245,0.1245
07-5-01,0.065,0.0764,0.0834,0.1247,0.1247
08-5-01,0.0647,0.0761,0.0831,0.1244,0.1244
09-5-01,0.0642,0.0756,0.0826,0.1239,0.1239
10-5-01,0.0643,0.0757,0.0827,0.1239,0.1239
11-5-01,0.0644,0.0759,0.0829,0.124,0.124
12-5-01,0.0644,0.0758,0.0828,0.124,0.124
13-5-01,0.0644,0.0758,0.0828,0.124,0.124
14-5-01,0.0654,0.0761,0.0831,0.1244,0.1244
15-5-01,0.0665,0.0766,0.0836,0.1247,0.1247
16-5-01,0.0661,0.0765,0.0835,0.1246,0.1246
17-5-01,0.0661,0.0764,0.0834,0.1245,0.1245
18-5-01,0.0659,0.0761,0.0831,0.1237,0.1237
19-5-01,0.0659,0.0762,0.0831,0.1237,0.1237
20-5-01,0.0659,0.0762,0.0831,0.1237,0.1237
21-5-01,0.0654,0.0756,0.0825,0.1222,0.1222
22-5-01,0.0653,0.0755,0.0824,0.1219,0.1219
23-5-01,0.0653,0.0754,0.0823,0.1214,0.1214
24-5-01,0.064,0.0744,0.0813,0.1199,0.1199
25-5-01,0.0642,0.0743,0.0812,0.1196,0.1196
26-5-01,0.0642,0.0743,0.0812,0.1196,0.1196
27-5-01,0.0642,0.0743,0.0812,0.1196,0.1196
28-5-01,0.0626,0.073,0.0799,0.1181,0.1181
29-5-01,0.063,0.0731,0.08,0.1179,0.1179
30-5-01,0.0616,0.0719,0.0788,0.1166,0.1166
31-5-01,0.0617,0.072,0.0789,0.1165,0.1165
01-6-01,0.0615,0.0718,0.0787,0.1162,0.1162
02-6-01,0.0615,0.0718,0.0787,0.1162,0.1162
03-6-01,0.0615,0.0718,0.0787,0.1162,0.1162
04-6-01,0.0611,0.0715,0.0784,0.1158,0.1158
05-6-01,0.0623,0.0725,0.0794,0.1166,0.1166
06-6-01,0.0623,0.0725,0.0794,0.1166,0.1166
07-6-01,0.0623,0.0725,0.0794,0.1166,0.1166
08-6-01,0.061,0.0713,0.0782,0.1154,0.1154
09-6-01,0.061,0.0714,0.0783,0.1154,0.1154
10-6-01,0.061,0.0714,0.0783,0.1154,0.1154
11-6-01,0.061,0.0715,0.0784,0.1155,0.1155
12-6-01,0.0613,0.0717,0.0786,0.1157,0.1157
13-6-01,0.061,0.0714,0.0783,0.1153,0.1153
14-6-01,0.0607,0.0711,0.078,0.115,0.115
15-6-01,0.0605,0.0709,0.0778,0.1147,0.1147
16-6-01,0.0605,0.071,0.0778,0.1147,0.1147
17-6-01,0.0605,0.071,0.0778,0.1147,0.1147
18-6-01,0.0614,0.0718,0.0786,0.1154,0.1154
19-6-01,0.0612,0.0716,0.0784,0.1152,0.1152
20-6-01,0.06,0.0704,0.0772,0.1138,0.1138
21-6-01,0.0598,0.0701,0.0769,0.1132,0.1132
22-6-01,0.0593,0.0698,0.0766,0.1128,0.1128
23-6-01,0.0593,0.0698,0.0766,0.1128,0.1128
24-6-01,0.0593,0.0698,0.0766,0.1128,0.1128
25-6-01,0.0586,0.0691,0.0759,0.112,0.112
26-6-01,0.0589,0.0694,0.0762,0.1122,0.1122
27-6-01,0.0592,0.0695,0.0763,0.1123,0.1123
28-6-01,0.059,0.0693,0.0761,0.1119,0.1119
29-6-01,0.0593,0.0695,0.0763,0.1121,0.1121
30-6-01,0.0593,0.0695,0.0763,0.1121,0.1121
01-7-01,0.0593,0.0695,0.0763,0.1121,0.1121
02-7-01,0.0596,0.0699,0.0767,0.1125,0.1125
03-7-01,0.0605,0.0706,0.0774,0.1134,0.1134
04-7-01,0.0603,0.0704,0.0772,0.1133,0.1133
05-7-01,0.0598,0.0699,0.0767,0.1127,0.1127
06-7-01,0.0592,0.0696,0.0764,0.1124,0.1124
07-7-01,0.0592,0.0697,0.0765,0.1124,0.1124
08-7-01,0.0592,0.0697,0.0765,0.1124,0.1124
09-7-01,0.059,0.0695,0.0763,0.1123,0.1123
10-7-01,0.059,0.0695,0.0763,0.1123,0.1123
11-7-01,0.058,0.0688,0.0756,0.1116,0.1116
12-7-01,0.0575,0.0686,0.0754,0.1113,0.1113
13-7-01,0.0579,0.0689,0.0757,0.1116,0.1116
14-7-01,0.0579,0.0689,0.0757,0.1116,0.1116
15-7-01,0.0579,0.0689,0.0757,0.1116,0.1116
16-7-01,0.0579,0.0689,0.0757,0.1116,0.1116
17-7-01,0.0579,0.0689,0.0757,0.1116,0.1116
18-7-01,0.0566,0.068,0.0748,0.1106,0.1106
19-7-01,0.0557,0.0672,0.074,0.1098,0.1098
20-7-01,0.0557,0.0672,0.074,0.1098,0.1098
21-7-01,0.0557,0.0672,0.074,0.1098,0.1098
22-7-01,0.0557,0.0672,0.074,0.1098,0.1098
23-7-01,0.0561,0.0676,0.0744,0.1102,0.1102
24-7-01,0.0558,0.0675,0.0743,0.1101,0.1101
25-7-01,0.0558,0.0675,0.0743,0.11,0.11
26-7-01,0.0557,0.0674,0.0742,0.1099,0.1099
27-7-01,0.056,0.0676,0.0744,0.1102,0.1102
28-7-01,0.056,0.0676,0.0744,0.1102,0.1102
29-7-01,0.056,0.0676,0.0744,0.1102,0.1102
30-7-01,0.0563,0.0678,0.0746,0.1105,0.1105
31-7-01,0.0558,0.0675,0.0743,0.1102,0.1102
01-8-01,0.0548,0.0665,0.0733,0.1093,0.1093
02-8-01,0.0547,0.0664,0.0732,0.1092,0.1092
03-8-01,0.0542,0.0659,0.0727,0.1087,0.1087
04-8-01,0.0542,0.0659,0.0727,0.1087,0.1087
05-8-01,0.0542,0.0659,0.0727,0.1087,0.1087
06-8-01,0.0541,0.0658,0.0726,0.1086,0.1086
07-8-01,0.0537,0.0656,0.0724,0.1085,0.1085
08-8-01,0.0534,0.0653,0.0721,0.1082,0.1082
09-8-01,0.0514,0.0637,0.0705,0.1064,0.1064
10-8-01,0.0502,0.0628,0.0696,0.1052,0.1052
11-8-01,0.0502,0.0625,0.0694,0.1052,0.1052
12-8-01,0.0502,0.0625,0.0694,0.1052,0.1052
13-8-01,0.0496,0.0616,0.0685,0.1043,0.1043
14-8-01,0.051,0.0627,0.0696,0.1054,0.1054
15-8-01,0.051,0.0627,0.0696,0.1054,0.1054
16-8-01,0.0512,0.0629,0.0698,0.1057,0.1057
17-8-01,0.0502,0.0622,0.0691,0.1051,0.1051
18-8-01,0.0502,0.0623,0.0693,0.1051,0.1051
19-8-01,0.0502,0.0623,0.0693,0.1051,0.1051
20-8-01,0.0497,0.0618,0.0688,0.1046,0.1046
21-8-01,0.0499,0.0619,0.0689,0.1048,0.1048
